Gene,rep_1,rep_2,rep_3,rep_4
Slitrk4,95,97,97,97
Slitrk5,89,96,90,92
Slitrk6,96,94,95,98
Slk,97,97,97,97
Slmap,97,97,97,97
Sln,94,89,92,99
Slpi,89,77,90,85
Sltm,90,90,89,90
Slu7,98,98,98,98
Slurp1,95,90,89,84
Slurp2,100,100,100,100
Slx1b,91,90,91,91
Slx4,97,97,96,97
Slx4ip,85,86,87,86
Slx9,97,97,97,97
Smad1,93,93,93,93
Smad2,96,96,96,95
Smad3,95,95,96,95
Smad4,95,95,95,95
Smad5,94,94,94,94
Smad6,92,91,91,90
Smad7,88,88,89,87
Smad9,91,93,93,94
Smagp,92,96,96,96
Smap1,95,95,95,95
Smap2,96,96,96,95
Smarca1,94,93,94,94
Smarca2,98,97,97,97
Smarca4,96,97,97,97
Smarca5,98,98,98,98
Smarca5-ps,0,0,0,0
Smarcad1,97,97,96,96
Smarcal1,97,97,97,97
Smarcb1,96,96,96,96
Smarcc1,97,97,97,97
Smarcc2,97,97,97,97
Smarcd1,93,94,93,95
Smarcd2,96,95,96,96
Smarcd3,97,97,98,98
Smarce1,95,95,95,95
Smbd1,100,100,100,100
Smc1a,98,98,98,98
Smc1b,100,100,100,100
Smc2,97,97,97,97
Smc2os,100,100,100,100
Smc3,96,96,96,96
Smc4,95,95,95,95
Smc5,97,97,97,97
Smc6,95,95,95,95
Smchd1,97,97,97,97
Smco1,67,69,81,57
Smco3,65,85,82,83
Smco4,94,95,92,94
Smcr8,92,92,93,93
Smdt1,100,100,100,100
Smg1,95,95,95,95
Smg5,97,97,97,97
Smg6,94,94,93,94
Smg7,94,94,94,94
Smg8,96,96,96,96
Smg9,93,93,93,93
Smgc,100,100,100,100
Smim1,100,100,100,100
Smim10l1,97,97,98,98
Smim10l2a,100,100,100,100
Smim10l3,97,97,97,97
Smim11,99,99,99,98
Smim12,97,97,98,97
Smim13,97,97,97,97
Smim14,100,100,100,100
Smim15,96,96,97,96
Smim17,47,35,50,53
Smim18,53,68,73,50
Smim19,95,95,95,95
Smim20,96,96,97,96
Smim22,99,99,89,100
Smim24,79,81,80,84
Smim26,97,97,97,97
Smim27,96,93,95,95
Smim29,91,92,94,92
Smim3,94,94,94,93
Smim30,100,100,100,100
Smim31,100,100,100,100
Smim32,0,0,0,0
Smim33,100,100,100,100
Smim35,100,100,100,100
Smim36,100,100,100,100
Smim38,81,91,76,96
Smim40,81,78,78,96
Smim41,100,100,100,100
Smim43,100,100,100,100
Smim45,74,60,88,71
Smim5,75,86,82,74
Smim6,62,61,69,69
Smim7,98,98,99,98
Smim8,98,98,98,98
Smkr-ps,86,66,57,58
Smlr1,85,91,77,88
Smn1,98,97,98,97
Smndc1,84,84,86,86
Smo,98,97,97,97
Smoc1,93,90,91,86
Smoc2,98,98,95,99
Smox,96,96,96,93
Smpd1,99,98,99,99
Smpd2,98,98,98,99
Smpd3,90,91,91,90
Smpd4,95,95,95,96
Smpd5,74,79,62,56
Smpdl3a,98,99,98,98
Smpdl3b,95,97,95,96
Smpx,86,93,96,84
Smr3a,100,100,100,100
Sms,97,97,98,98
Sms-ps,0,0,0,0
Smtn,93,93,93,94
Smtnl1,95,92,90,85
Smtnl2,96,96,97,96
Smu1,98,98,99,99
Smug1,94,95,95,95
Smurf1,94,94,93,93
Smurf2,95,95,95,95
Smyd1,79,77,84,87
Smyd2,98,97,98,98
Smyd3,94,94,94,92
Smyd4,95,95,94,94
Smyd5,98,98,98,98
Snai1,48,53,59,54
Snai2,72,71,79,81
Snai3,62,74,69,64
Snap23,94,95,94,95
Snap25,90,80,77,78
Snap29,98,98,98,98
Snap47,98,98,98,98
Snap91,82,92,89,91
Snapc1,93,93,93,92
Snapc2,97,96,97,97
Snapc3,94,93,93,93
Snapc4,94,94,94,94
Snapc5,94,94,94,94
Snapin,93,94,93,93
Snca,97,97,97,93
Sncaip,72,72,72,68
Sncb,95,75,80,84
Sncg,97,96,96,87
Snd1,98,98,98,98
Sned1,86,84,85,85
Snf8,99,99,99,99
Snhg1,100,100,100,100
Snhg10,89,94,93,95
Snhg11,96,97,96,97
Snhg12,100,100,100,100
Snhg14,95,100,99,99
Snhg15,95,93,91,92
Snhg16,92,91,91,93
Snhg17,97,96,95,97
Snhg18,100,100,100,100
Snhg20,100,100,100,100
Snhg3,83,83,82,85
Snhg4,91,92,93,91
Snhg5,100,100,100,100
Snhg6,100,100,100,100
Snhg7,84,85,89,83
Snhg8,96,96,96,96
Snhg9,100,100,100,100
Snip1,94,94,94,95
Snn,96,96,97,96
Snora15,0,0,0,0
Snora16a,0,0,0,0
Snora17,0,0,0,0
Snora21,0,0,0,0
Snora23,0,0,0,0
Snora24,0,0,0,0
Snora26,0,0,0,0
Snora28,0,0,0,0
Snora3,0,0,0,0
Snora30,0,0,0,0
Snora31,0,0,0,0
Snora33,0,0,0,0
Snora34,0,0,0,0
Snora36b,0,0,0,0
Snora41,0,0,0,0
Snora43,0,0,0,0
Snora44,0,0,0,0
Snora47,0,0,0,0
Snora52,0,0,0,0
Snora57,0,0,0,0
Snora5c,0,0,0,0
Snora61,0,0,0,0
Snora62,0,0,0,0
Snora64,0,0,0,0
Snora65,0,0,0,0
Snora68,0,0,0,0
Snora69,0,0,0,0
Snora70,0,0,0,0
Snora73a,0,0,0,0
Snora73b,0,0,0,0
Snora74a,0,0,0,0
Snora75,0,0,0,0
Snora78,0,0,0,0
Snora7a,0,0,0,0
Snora81,0,0,0,0
Snora9,0,0,0,0
Snorc,100,100,100,100
Snord118,0,0,0,0
Snord13,0,0,0,0
Snord14c,0,0,0,0
Snord15a,0,0,0,0
Snord15b,0,0,0,0
Snord16a,0,0,0,0
Snord17,0,0,0,0
Snord21,0,0,0,0
Snord22,0,0,0,0
Snord23,0,0,0,0
Snord3a,0,0,0,0
Snord3b-ps1,0,0,0,0
Snord3b-ps2,0,0,0,0
Snord3b1,0,0,0,0
Snord3b2,0,0,0,0
Snord3b3,0,0,0,0
Snord3b4,0,0,0,0
Snord67,0,0,0,0
Snord8,0,0,0,0
Snord89,0,0,0,0
Snord94,0,0,0,0
Snph,89,92,84,87
Snrk,96,96,96,96
Snrnp200,99,98,98,99
Snrnp25,97,96,97,97
Snrnp27,99,99,99,99
Snrnp35,93,93,94,93
Snrnp40,98,98,98,98
Snrnp48,96,96,96,96
Snrnp70,97,97,97,97
Snrpa,97,97,97,97
Snrpa1,97,98,98,98
Snrpb,98,98,98,98
Snrpb2,97,97,97,97
Snrpc,99,99,99,99
Snrpd1,99,99,99,99
Snrpd2,99,99,99,99
Snrpd3,97,97,97,97
Snrpe,99,99,99,99
Snrpf,94,94,95,94
Snrpg,98,98,98,98
Snrpn,100,100,100,100
Snta1,94,90,90,95
Sntb1,96,96,95,94
Sntb2,93,93,93,92
Sntg1,44,53,52,52
Sntg2,74,64,75,63
Sntn,100,100,100,100
Snu13,96,97,98,98
Snupn,97,97,97,97
Snurf,100,100,100,100
Snw1,98,98,98,98
Snx1,98,98,98,98
Snx10,98,98,98,98
Snx11,92,93,94,93
Snx12,98,98,98,98
Snx13,96,96,96,96
Snx14,98,98,98,98
Snx15,93,93,94,94
Snx16,93,93,93,92
Snx17,96,96,97,96
Snx18,96,96,96,96
Snx19,91,92,92,91
Snx2,98,98,98,97
Snx20,90,96,93,96
Snx21,91,91,93,92
Snx22,85,90,88,90
Snx24,95,94,94,93
Snx25,96,96,96,96
Snx27,97,97,97,97
Snx29,96,96,96,96
Snx3,98,98,98,98
Snx30,95,95,95,94
Snx31,100,100,100,100
Snx32,82,85,85,81
Snx33,88,89,90,89
Snx4,98,98,98,98
Snx5,96,96,96,95
Snx6,99,99,99,98
Snx7,98,98,98,98
Snx8,97,97,97,97
Snx9,97,97,97,97
Soat1,99,99,99,99
Soat2,78,80,83,82
Sobp,78,67,70,78
Socs1,71,68,79,86
Socs2,97,97,97,97
Socs3,92,92,92,93
Socs4,89,89,89,90
Socs5,87,86,86,85
Socs6,99,99,99,99
Socs7,95,95,95,94
Sod1,99,99,99,99
Sod2,99,99,99,99
Sod3,93,93,97,98
Sohlh2,100,100,100,100
Son,97,97,97,97
Sorbs1,97,97,97,97
Sorbs2,94,94,97,98
Sorbs3,91,90,93,89
Sorcs1,86,85,70,69
Sorcs2,96,96,96,96
Sorcs3,49,50,57,49
Sord,98,98,98,98
Sorl1,97,97,97,97
Sort1,98,97,97,97
Sos1,90,90,91,90
Sos2,96,96,96,96
Sost,100,100,100,100
Sostdc1,92,87,94,91
Sowaha,0,0,0,0
Sowahb,0,0,0,0
Sowahc,0,0,0,0
Sowahd,0,0,0,0
Sox1,0,0,0,0
Sox10,83,85,85,85
Sox11,0,0,0,0
Sox12,0,0,0,0
Sox13,92,91,91,90
Sox14,0,0,0,0
Sox15,71,73,79,74
Sox17,80,77,78,74
Sox18,87,91,94,93
Sox1ot,51,37,42,36
Sox2,0,0,0,0
Sox21,0,0,0,0
Sox21os1,100,100,100,100
Sox2ot,59,61,62,53
Sox3,0,0,0,0
Sox30,100,100,100,100
Sox4,0,0,0,0
Sox5,93,94,92,88
Sox6,94,95,94,94
Sox6os,100,100,100,100
Sox7,82,85,88,87
Sox8,100,100,100,100
Sox9,93,86,91,90
Sp1,98,98,98,98
Sp100,88,89,93,85
Sp110,100,100,100,100
Sp110-ps2,0,0,0,0
Sp140,95,86,88,90
Sp140l1,100,100,100,100
Sp140l2,100,100,100,100
Sp2,77,83,82,85
Sp3,96,96,96,96
Sp3os,81,81,80,74
Sp4,93,93,93,92
Sp5,100,100,100,100
Sp6,100,100,100,100
Sp7,100,100,100,100
Sp8,84,83,94,78
Sp9,52,67,75,76
Spa17,100,100,100,100
Spaar,78,85,83,88
Spaca6,68,73,70,72
Spaca9,81,85,82,87
Spag1,95,95,95,94
Spag16,100,100,100,100
Spag17,100,100,100,100
Spag4,89,91,91,94
Spag5,95,96,96,96
Spag6,100,100,100,100
Spag6l,66,68,69,70
Spag7,97,97,97,97
Spag8,32,38,34,33
Spag9,98,98,98,97
Sparc,100,100,100,100
Sparcl1,98,98,98,98
Spart,97,97,97,97
Spast,98,98,97,97
Spata1,90,89,90,91
Spata13,96,96,96,96
Spata17,100,100,100,100
Spata18,100,100,100,100
Spata19,100,100,100,100
Spata2,90,90,90,89
Spata20,100,100,100,100
Spata22,100,100,100,100
Spata24,94,93,92,93
Spata25,0,0,0,0
Spata2l,76,75,80,75
Spata31e2,100,100,100,100
Spata31f3,100,100,100,100
Spata31g1,0,0,0,0
Spata32,23,23,38,30
Spata33,100,100,100,100
Spata6,95,94,94,94
Spata6l,95,83,90,89
Spata7,93,93,92,93
Spata9,100,100,100,100
Spats1,32,26,38,44
Spats2,97,97,97,97
Spats2l,97,97,96,96
Spc24,96,98,98,98
Spc25,86,96,94,97
Spcs1,99,99,99,99
Spcs2,98,98,98,99
Spcs3,95,96,96,96
Spdef,100,100,100,100
Spdl1,96,95,95,95
Spdya,54,38,57,46
Specc1,98,98,98,98
Specc1l,97,97,96,96
Spef1,81,80,78,78
Spef1l,100,100,100,100
Spef2,100,100,100,100
Speg,97,97,97,97
Spehd,52,41,49,51
Spem1,100,100,100,100
Spen,94,94,94,94
Spg11,96,96,96,95
Spg21,98,98,98,97
Spg7,98,98,98,98
Sphk1,97,98,98,98
Sphk2,91,91,93,92
Sphkap,84,92,90,92
Sphkos,0,0,0,0
Spi1,96,92,92,97
Spib,61,69,68,75
Spic,92,89,92,95
Spice1,95,95,95,95
Spidr,96,96,97,97
Spin1,95,95,95,95
Spin2c,97,94,97,93
Spin4,0,0,0,0
Spindoc,88,88,88,89
Spink1,92,85,77,84
Spink10,10,16,25,26
Spink2,100,100,100,100
Spink4,100,100,100,100
Spink5,100,100,100,100
Spink8,100,100,100,100
Spint1,96,97,96,93
Spint2,98,98,98,98
Spire1,97,97,97,97
Spire2,86,77,81,85
Spmap1,56,53,60,48
Spmap2l,100,100,100,100
Spmip1,27,32,23,31
Spmip11,100,100,100,100
Spmip3,100,100,100,100
Spmip4,84,86,76,87
Spmip6,66,44,60,56
Spmip7,100,100,100,100
Spmip8,38,26,28,15
Spn,91,94,93,87
Spns1,95,95,95,95
Spns2,96,95,94,95
Spns3,100,100,100,100
Spock1,87,77,89,79
Spock2,94,94,93,96
Spock3,76,88,76,80
Spon1,92,91,96,91
Spon2,94,94,91,98
Spop,96,96,96,96
Spopl,91,91,90,90
Spout1,96,96,96,96
Spp1,99,99,100,100
Spp2,89,88,85,92
Sppl2a,98,98,98,98
Sppl2b,97,97,97,97
Sppl3,92,93,94,92
Spr,98,98,98,98
Spr-ps1,100,100,100,100
Spred1,93,93,94,93
Spred2,87,87,86,87
Spred3,87,78,84,78
Spring1,96,96,96,95
Sprn,88,87,93,90
Sprr1a,100,100,100,100
Sprr2a3,100,100,100,100
Sprr2b,100,100,100,100
Sprtn,84,84,84,85
Spry1,81,77,79,80
Spry2,86,84,83,87
Spry4,80,80,80,80
Spryd3,97,97,97,96
Spryd4,96,96,97,98
Spryd7,97,97,97,97
Spsb1,93,93,94,92
Spsb2,93,90,93,94
Spsb3,94,94,94,94
Spsb4,95,87,88,92
Spta1,92,96,96,97
Sptan1,99,99,99,99
Sptb,97,97,94,97
Sptbn1,99,99,99,99
Sptbn2,98,98,97,98
Sptbn4,86,93,83,80
Sptbn5,100,100,100,100
Sptlc1,97,97,97,97
Sptlc2,98,98,98,98
Sptlc3,100,100,100,100
Sptssa,97,98,98,98
Sptssb,100,100,100,100
Spty2d1,95,95,95,95
Spx,100,100,100,100
Sqle,98,97,98,97
Sqor,98,98,98,94
Sqstm1,98,98,99,98
Sra1,98,98,98,98
Srarp,100,100,100,100
Srbd1,96,96,95,95
Src,96,96,96,95
Srcap,92,94,93,94
Srcin1,94,88,93,94
Srd5a1,97,97,95,93
Srd5a3,95,95,95,95
Srebf1,96,96,96,96
Srebf2,96,96,96,95
Srek1,88,87,87,88
Srek1ip1,98,98,98,97
Srf,95,95,94,94
Srfbp1,93,93,92,92
Srgap1,89,88,89,88
Srgap2,91,93,92,93
Srgap3,93,92,92,91
Srgn,99,99,96,100
Sri,99,99,99,99
Srl,96,97,97,96
Srm,95,96,96,96
Srms,93,93,79,81
Sros1,100,100,100,100
Srp14,100,100,100,100
Srp19,96,96,96,96
Srp54a,97,97,98,97
Srp54c,96,96,96,96
Srp68,97,97,97,97
Srp72,98,98,98,98
Srp9,97,97,97,97
Srpk1,98,98,98,98
Srpk2,98,98,98,97
Srpk3,87,87,87,88
Srpra,99,99,99,99
Srprb,97,97,97,97
Srpx,94,99,92,94
Srpx2,92,97,92,91
Srr,93,92,93,93
Srrd,90,90,90,89
Srrm1,95,95,95,96
Srrm2,97,97,97,97
Srrm3,52,59,76,70
Srrm4,61,66,63,78
Srrm4os,0,0,0,0
Srrt,98,98,98,98
Srsf1,92,93,93,93
Srsf10,88,88,88,88
Srsf11,96,96,96,96
Srsf12,86,84,91,84
Srsf2,92,92,93,93
Srsf3,97,97,97,96
Srsf3-ps,0,0,0,0
Srsf4,80,81,82,82
Srsf5,97,97,98,98
Srsf6,98,98,98,98
Srsf7,94,94,94,94
Srsf9,91,91,92,92
Srxn1,96,95,96,96
Ss18,97,97,97,97
Ss18l1,91,91,91,90
Ss18l2,98,99,99,99
Ssb,97,97,97,97
Ssbp1,95,95,95,95
Ssbp2,97,96,96,96
Ssbp3,97,97,96,96
Ssbp4,98,98,98,98
Ssc4d,100,100,100,100
Ssc5d,88,91,88,82
Ssh1,91,92,92,92
Ssh2,93,93,93,93
Ssh3,95,95,94,95
Ssmem1,100,100,100,100
Ssna1,96,97,97,96
Sspn,74,64,81,74
Sspnos,31,24,41,41
Sspo,100,100,100,100
Ssr1,98,98,98,98
Ssr2,99,99,99,99
Ssr3,98,98,98,98
Ssr4,98,98,98,98
Ssrp1,98,98,98,98
Sst,99,100,100,100
Sstr1,85,60,76,86
Sstr2,89,97,86,83
Sstr3,87,95,84,86
Sstr4,0,0,0,0
Ssu2,100,100,100,100
Ssu72,98,98,98,98
Ssx2ip,97,97,97,97
St13,99,99,99,99
St14,97,94,97,97
St18,51,40,64,58
St3gal1,90,92,90,90
St3gal2,95,95,95,95
St3gal3,97,96,97,96
St3gal4,97,96,97,96
St3gal5,94,94,95,94
St3gal6,93,93,93,92
St6gal1,96,96,96,95
St6gal2,27,20,37,25
St6galnac1,100,100,100,100
St6galnac2,95,94,94,94
St6galnac3,93,93,92,92
St6galnac4,91,93,94,92
St6galnac5,72,64,63,70
St6galnac6,97,98,98,97
St7,95,95,95,94
St7l,96,96,95,95
St8sia1,79,77,89,85
St8sia2,78,78,85,72
St8sia3,98,99,97,99
St8sia4,93,92,93,92
St8sia5,71,75,77,83
St8sia6,89,92,89,92
Stab1,97,96,96,92
Stab2,91,72,83,94
Stac,68,68,77,62
Stac2,70,79,72,75
Stac3,44,41,40,42
Stag1,98,98,97,98
Stag2,98,98,98,97
Stag3,90,90,67,81
Stam,98,97,97,97
Stam2,96,96,96,96
Stambp,94,94,95,95
Stambpl1,92,92,92,93
Stamos,95,96,94,93
Stap1,67,65,75,70
Stap2,98,98,98,98
Star,77,80,82,83
Stard10,99,99,99,99
Stard13,92,92,92,92
Stard3,97,97,97,97
Stard3nl,97,97,97,97
Stard4,91,91,91,92
Stard5,93,93,94,94
Stard6,84,80,77,83
Stard7,98,98,98,98
Stard8,97,97,97,97
Stard9,91,92,90,91
Stat1,97,97,97,97
Stat2,96,96,96,96
Stat3,97,97,97,97
Stat4,82,92,93,90
Stat5a,94,94,94,94
Stat5b,94,94,94,94
Stat6,96,96,96,96
Stau1,97,97,97,97
Stau2,98,98,98,98
Stbd1,97,97,97,94
Stc1,93,89,88,86
Stc2,84,79,84,86
Steap1,100,100,100,100
Steap2,96,96,96,96
Steap3,97,96,98,98
Steap4,95,93,94,88
Steep1,99,99,98,99
Stfa1,88,90,92,88
Stfa2,96,74,89,86
Stfa2l1,72,99,99,89
Stfa3,73,90,99,99
Stil,85,86,88,88
Stim1,97,97,97,97
Stim2,95,95,95,95
Stimate,89,89,87,89
Sting1,95,96,96,87
Stip1,99,99,99,99
Stk10,95,95,95,95
Stk11,95,95,95,95
Stk11ip,96,95,95,95
Stk16,98,98,98,98
Stk17b,94,94,94,93
Stk19,92,91,92,91
Stk24,98,98,98,98
Stk25,99,99,99,99
Stk26,97,97,96,95
Stk3,97,97,97,97
Stk31,61,69,83,64
Stk32a,52,56,50,45
Stk32b,73,69,71,78
Stk32c,82,83,82,82
Stk33,49,56,59,58
Stk35,81,82,83,82
Stk35os1,0,0,0,0
Stk36,83,87,94,90
Stk38,96,96,96,96
Stk38l,86,87,87,87
Stk39,97,97,96,97
Stk4,98,98,98,97
Stk40,95,95,95,94
Stmn1,98,98,98,98
Stmn2,97,90,92,94
Stmn3,93,99,89,98
Stmn4,77,90,84,67
Stmnd1,100,100,100,100
Stmp1,97,96,97,97
Stn1,97,97,97,97
Stom,99,99,99,99
Stoml1,92,92,92,92
Stoml2,99,99,99,99
Stoml3,100,100,100,100
Ston1,93,94,93,94
Ston2,96,97,96,96
Stox1,100,100,100,100
Stox2,88,87,88,87
Stra6,89,84,99,89
Stra6l,86,93,91,89
Strada,93,93,94,93
Stradb,91,92,93,92
Strap,98,98,98,98
Strbp,98,98,98,98
Strip1,94,94,94,94
Strip2,93,91,89,88
Strit1,100,100,100,100
Strn,95,95,95,95
Strn3,94,94,94,94
Strn4,97,97,97,96
Sts,100,100,100,100
Stt3a,99,99,99,99
Stt3b,97,97,98,97
Stub1,98,98,99,99
Stum,88,89,89,84
Stx11,93,92,90,93
Stx12,97,98,98,97
Stx16,78,76,76,77
Stx17,97,97,97,97
Stx18,96,96,95,95
Stx19,100,100,100,100
Stx1a,89,90,92,91
Stx1b,89,92,93,90
Stx2,95,95,95,95
Stx3,96,96,95,95
Stx4a,98,99,98,99
Stx5a,93,93,94,94
Stx6,97,97,97,96
Stx7,98,98,98,97
Stx8,97,97,97,96
Stxbp1,94,94,91,94
Stxbp2,98,98,98,98
Stxbp3,97,97,96,96
Stxbp4,95,95,95,95
Stxbp5,93,92,92,92
Stxbp5l,86,88,82,86
Stxbp6,94,94,93,93
Styk1,73,70,77,74
Styx,95,96,95,95
Styx-ps,0,0,0,0
Styxl1,29,41,31,23
Styxl2,86,92,81,82
Sub1,99,99,99,99
Sucla2,99,99,99,99
Suclg1,99,99,99,99
Suclg2,99,98,98,98
Sucnr1,100,100,100,100
Suco,96,96,95,95
Suds3,98,98,98,97
Sufu,93,93,94,94
Sugct,100,100,100,100
Sugp1,93,93,93,93
Sugp2,97,97,97,97
Sugt1,99,99,99,99
Sulf1,97,93,96,93
Sulf2,98,99,99,98
Sult1a1,93,91,91,93
Sult1b1,100,100,100,100
Sult1c1,100,100,100,100
Sult1c2,100,100,100,100
Sult1d1,86,87,73,84
Sult1e1,100,100,100,100
Sult2a1,100,100,100,100
Sult2a3,100,100,100,100
Sult2a6,100,100,100,100
Sult2a8,100,100,100,100
Sult2b1,100,100,100,100
Sult3a1,100,100,100,100
Sult3a2,84,73,75,67
Sult4a1,92,92,93,88
Sult5a1,71,84,83,81
Sult6b1,63,63,56,49
Sumf1,97,97,97,97
Sumf2,97,97,98,97
Sumo1,99,99,99,99
Sumo2,93,92,94,92
Sumo3,100,100,100,100
Sun1,97,97,97,97
Sun2,95,95,96,95
Sun3,100,100,100,100
Suox,97,97,96,97
Supt16,97,97,97,97
Supt20,95,95,94,95
Supt3,85,90,90,89
Supt4a,98,98,98,98
Supt5,97,97,98,98
Supt6,96,96,96,96
Supt7l,93,93,93,94
Supv3l1,96,95,95,95
Surf1,97,97,97,97
Surf2,94,94,94,94
Surf4,97,98,98,98
Surf6,95,95,95,95
Susd1,97,92,97,96
Susd2,92,93,94,93
Susd3,66,65,58,61
Susd4,96,96,96,96
Susd5,100,100,100,100
Susd6,88,88,89,87
Suv39h1,93,92,94,93
Suv39h2,93,92,92,87
Suz12,95,95,95,95
Sv2a,83,83,90,78
Sv2b,92,97,96,88
Sv2c,75,82,85,90
Svbp,98,98,98,98
Svep1,95,91,91,95
Svet1,0,0,0,0
Svil,95,95,95,95
Svip,96,94,95,95
Svop,73,70,73,70
Svopl,100,100,100,100
Svs6,100,100,100,100
Swap70,97,97,96,96
Swi5,99,99,99,99
Swsap1,93,95,95,94
Swt1,96,96,95,96
Syap1,97,98,98,97
Sybu,83,89,85,81
Syce1,100,100,100,100
Syce2,98,98,99,99
Syce3,31,38,48,38
Sycn,100,100,100,100
Sycp1,100,100,100,100
Sycp2,81,81,78,85
Sycp2l,100,100,100,100
Sycp3,100,100,100,100
Syde1,88,87,85,88
Syde2,95,95,95,95
Syf2,98,98,99,99
Syk,96,96,96,96
Sympk,96,96,96,96
Syn1,66,73,71,74
Syn2,83,81,87,84
Syn3,88,88,80,73
Syna,0,0,0,0
Sync,95,95,94,90
Syncrip,96,96,96,96
Syndig1,79,76,75,67
Syndig1l,76,81,85,59
Syne1,98,98,98,98
Syne2,99,99,99,99
Syne3,93,93,93,93
Syne4,96,96,94,96
Syngap1,92,92,93,93
Syngr1,98,98,98,98
Syngr2,94,94,95,95
Syngr3,79,82,82,82
Syngr4,0,0,0,0
Synj1,93,94,94,94
Synj2,95,94,95,95
Synj2bp,99,99,99,99
Synm,96,97,98,98
Synpo,95,93,95,93
Synpo2,94,93,93,94
Synpo2l,78,72,75,80
Synpr,55,62,65,57
Synrg,95,95,95,95
Syp,92,89,93,93
Sypl1,92,92,92,92
Sypl2,57,77,76,70
Sys1,99,99,99,99
Syt1,75,78,79,75
Syt10,64,45,64,66
Syt11,96,97,97,96
Syt12,90,92,92,89
Syt13,97,86,90,93
Syt14,87,87,87,85
Syt15,100,100,100,100
Syt16,67,63,81,78
Syt17,81,86,88,87
Syt2,68,69,76,61
Syt3,98,97,96,92
Syt4,98,88,98,92
Syt5,96,99,98,97
Syt6,48,51,62,48
Syt7,91,92,93,96
Syt8,61,80,83,68
Syt9,91,83,82,86
Sytl1,83,90,84,92
Sytl2,98,98,98,98
Sytl3,100,100,100,100
Sytl4,100,100,100,100
Sytl5,100,100,100,100
Syvn1,83,86,88,88
Szrd1,98,98,98,98
Szt2,90,90,90,90
T,76,91,75,90
T2,100,100,100,100
Tab1,88,87,89,88
Tab2,92,92,92,92
Tab3,92,92,92,91
Tac1,89,98,86,90
Tac2,100,100,100,100
Tac4,100,100,100,100
Tacc1,98,98,98,98
Tacc2,98,98,98,98
Tacc3,98,98,94,97
Taco1,97,98,98,97
Taco1os,100,100,100,100
Tacr1,100,100,100,100
Tacr2,100,100,100,100
Tacr3,100,100,100,100
Tacstd2,0,0,0,0
Tada1,95,94,95,94
Tada2a,94,94,94,94
Tada2b,94,94,94,94
Tada3,95,94,95,94
Taf1,97,97,97,97
Taf10,99,99,99,99
Taf11,96,96,96,96
Taf12,97,97,97,98
Taf13,98,97,98,97
Taf15,85,86,86,87
Taf1a,91,91,90,91
Taf1b,95,95,94,95
Taf1c,87,86,85,85
Taf1d,96,96,95,95
Taf2,95,96,95,95
Taf3,86,86,85,86
Taf4,88,89,89,89
Taf4b,92,92,91,92
Taf5,93,93,93,92
Taf5l,94,94,94,94
Taf6,97,97,97,97
Taf6l,94,92,94,93
Taf7,95,95,96,94
Taf7l,75,88,65,73
Taf8,94,95,95,95
Taf9,100,100,100,100
Taf9-ps,0,0,0,0
Taf9b,98,98,98,98
Tafa1,31,27,30,21
Tafa2,63,74,74,68
Tafa3,53,51,70,62
Tafa4,100,100,100,100
Tafa5,89,94,94,83
Tafazzin,93,94,94,93
Tagap,96,95,95,94
Tagap1,92,93,93,93
Tagln,98,95,96,99
Tagln2,99,99,99,99
Tagln3,60,72,67,70
Tal1,83,84,89,90
Tal2,100,100,100,100
Taldo1,99,99,100,99
Tamalin,92,91,92,90
Tamm41,97,97,97,97
Tanc1,94,95,94,94
Tanc2,95,95,95,95
Tango2,93,93,93,93
Tango6,95,95,96,95
Tank,97,97,96,96
Taok1,96,97,97,97
Taok2,94,94,94,94
Taok3,96,96,96,96
Tap1,97,97,98,98
Tap2,93,95,93,93
Tapbp,95,95,96,96
Tapbpl,91,92,93,89
Tapt1,96,96,96,96
Tarbp1,89,90,89,90
Tarbp2,93,93,94,94
Tardbp,97,97,98,97
Tarm1,100,100,100,100
Tars1,98,98,98,98
Tars2,95,95,95,95
Tars3,93,97,98,93
Tas1r1,64,79,74,70
Tas1r3,42,38,37,42
Tas2r108,0,0,0,0
Tas2r126,0,0,0,0
Tas2r135,0,0,0,0
Tas2r137,0,0,0,0
Tas2r143,0,0,0,0
Tasl,71,69,60,74
Tasor,87,87,87,87
Tasor2,94,94,94,94
Tasp1,96,96,96,96
Tat,100,100,100,100
Tatdn1,95,96,96,95
Tatdn2,95,96,96,96
Tatdn3,95,94,95,95
Tax1bp1,98,98,98,98
Tax1bp3,95,94,94,94
Tbata,43,50,44,47
Tbc1d1,97,97,97,97
Tbc1d10a,93,94,93,93
Tbc1d10b,97,96,96,96
Tbc1d10c,92,92,92,83
Tbc1d12,94,93,94,93
Tbc1d13,98,98,97,97
Tbc1d14,94,93,94,93
Tbc1d15,96,96,96,96
Tbc1d16,96,97,97,96
Tbc1d17,96,96,96,96
Tbc1d19,97,97,96,96
Tbc1d2,87,89,89,87
Tbc1d20,96,96,96,96
Tbc1d22a,97,97,97,97
Tbc1d22b,94,93,94,93
Tbc1d23,96,96,96,96
Tbc1d24,93,94,93,93
Tbc1d25,90,95,94,93
Tbc1d2b,96,95,95,95
Tbc1d30,97,97,97,97
Tbc1d31,94,95,93,94
Tbc1d32,96,96,95,95
Tbc1d4,96,96,95,95
Tbc1d5,94,94,94,94
Tbc1d7,98,98,98,98
Tbc1d8,93,93,92,92
Tbc1d8b,92,92,92,92
Tbc1d9,94,94,94,93
